T	links386cc1	-	-	-	-	-	-	-	-	Golf Links 386 Pro Champion Course Vol. 1 - Mauna Kea Beach Golf Course
T	links386cc2	-	-	-	-	-	-	-	-	Golf Links 386 Pro Champion Course Vol. 2 - Firestone Country Club South Course
T	links386cc3	-	-	-	-	-	-	-	-	Golf Links 386 Pro Champion Course Vol. 3 - Banff Springs
T	links386cc4	-	-	-	-	-	-	-	-	Golf Links 386 Pro Champion Course Vol. 4 - Innisbrook Copperhead Course
T	linuxje	-	-	-	-	-	-	-	-	Nihongo Linux + JE
T	linuxje3	-	-	-	-	-	-	-	-	Nihongo Linux + JE3
T	linuxje4	-	-	-	-	-	-	-	-	Linux + JE4 1995/12
T	lipsadv3	-	-	-	mouse	-	-	-	y	Lip 3 - Lipstick Adventure 3
T	liveanim11	4M	-	-	-	-	-	-	-	LiveAnimation V1.1 L10
T	livemov11	4M	-	-	-	-	-	-	-	LiveMovie V1.1 L10
T	lodoss	-	-	-	mouse	-	-	y	-	Record of Lodoss War - Haiiro no Majo
T	lodoss2	-	-	-	mouse	-	-	y	-	Record of Lodoss War II - Goshiki no Maryuu
T	logowrt2	-	-	-	-	-	-	-	-	Logo Writer 2
T	loom	-	-	-	mouse	-	-	-	y	Loom
T	loop	-	-	-	-	-	-	-	-	:LOOP - Izanai no Kaikiten
T	lordmon	-	-	-	mouse	-	-	-	y	Lord Monarch
T	lotr1	-	-	-	-	-	-	-	-	Lord of the Rings, Vol. I
T	lotr2	-	-	-	-	-	-	-	-	J. R. R. Tolkien's The Lord of the Rings, Vol. II - The Two Towers
T	lua	-	-	-	pad	-	-	-	y	Lua
T	lupin3	-	-	-	-	-	-	-	-	Lupin Sansei - Hong Kong no Mashu - Fukushuu wa Meikyuu no Hate ni
T	lvalour	-	-	-	mouse	-	-	-	y	Legends of Valour - Gouyuu no Densetsu
T	lvalourd	-	-	-	-	-	-	-	-	Legends of Valour - Gouyuu no Densetsu - Demonstration
T	madogakr	-	-	-	mouse	-	-	-	y	Madou Gakuin R
T	madstalk	-	-	-	pad	-	-	-	-	Mad Stalker - FullMetalForce
T	mahoudai	4M	gs	-	-	-	-	-	y	Mahou Daisakusen
T	manadoko2	-	-	mouse	-	-	-	-	y	Manami no Doko made Iku no? 2 - Return of the Kuro Pack
T	manami	-	-	-	mouse	-	-	y	-	Manami - Ai to Koukan no Hibi
T	mandalai	-	-	-	mouse	-	-	-	y	Mandala-ke Ichizoku
T	manhole	-	-	-	mouse	-	-	-	-	The Manhole (HMB-181A)
T	manholeo	-	-	-	mouse	-	-	-	-	The Manhole (HMB-181)
T	manycol	-	-	-	mouse	-	-	-	-	Many Colors (HMD-225A)
T	manycol2	-	-	-	mouse	-	-	-	-	Many Colors II
T	manycolo	-	-	-	mouse	-	-	-	-	Many Colors (HMD-225)
T	manyoshu	-	-	-	mouse	-	-	-	-	Man'youshuu
T	marble	-	-	-	-	-	-	-	-	Marble Madness
T	marineph	-	-	-	-	-	-	-	-	Marine Philt
T	marionetm	-	-	-	pad	-	-	-	y	Marionette Mind
T	maririndx	-	-	-	mouse	-	-	-	-	Super Ultra Mucchin Puripuri Cyborg Maririn DX
T	martych	-	-	-	-	-	-	-	-	Taiken Shiyou! Marty Channel
T	martych2	-	-	-	-	-	-	-	-	Taiken Shiyou! Marty Channel II
T	martydemo	-	orig	-	-	-	-	-	-	FM Towns Marty Tentou Auto Demo '93 Natsu
T	marueic1	-	-	-	-	-	-	-	y	Maruanki Eitango - Chuugaku 1-nensei
T	marueic2	-	-	-	-	-	-	-	y	Maruanki Eitango - Chuugaku 2-nensei
T	marueic3	-	-	-	-	-	-	-	y	Maruanki Eitango - Chuugaku 3-nensei
T	mastercd	-	-	-	-	-	-	-	-	Master CD - Install Model-you
T	mastercd2	-	-	-	-	-	-	-	-	Master CD - Fresh Series-you
T	mastercdi	-	-	-	-	-	-	-	-	Master CD - Fresh Series-you (Ichitarou Model)
T	mastercdv	-	-	-	-	-	-	-	-	Master CD - FMV-Towns Series
T	masuo	6M	-	-	-	-	-	-	-	Fouge Vol. 2 - Masuo per Masuo - Ikeda Masuo Hanga-shuu (1995-03-31)
T	masuoo	6M	-	-	-	-	-	-	-	Fouge Vol. 2 - Masuo per Masuo - Ikeda Masuo Hanga-shuu (1994-07-08)
T	mbomber	-	-	-	pad	-	-	-	-	Muscle Bomber - The Body Explosion
T	mbomberd	-	-	-	pad	-	-	-	-	Muscle Bomber - The Body Explosion (demo)
T	mclubdx	-	-	mouse	-	-	-	-	y	Murder Club DX
T	mcosm	-	-	-	-	-	-	-	-	Microcosm (HMD-215A)
T	mcosmo	-	-	-	-	-	-	-	-	Microcosm (HMD-215)
T	medicco	-	-	-	-	-	-	-	y	Medicco to Asobou - Kazu-Katachi-Ryou
T	megalo	-	-	-	mouse	-	-	-	-	Mega Lo Mania
T	megastor	-	-	-	-	-	-	-	-	Disk Megastore Volume 1
T	meikyoku	-	-	-	mouse	-	-	-	-	Meikyoku Master (FM Towns Marty version)
T	meisotos	-	-	-	mouse	-	-	-	y	Meisou Toshi
T	menzober	4M	-	-	-	-	-	-	-	Menzoberranzan - Yami no Monshou
T	merrygor	-	-	-	-	-	-	-	y	The 4th Unit 6 - Merry-Go-Round
T	metalbld	-	-	-	-	-	-	-	-	Metal Blade
T	metaley2	-	-	-	mouse	-	-	-	y	Metal Eye 2
T	metaleye	-	-	-	mouse	-	-	-	y	Metal Eye
T	metaleyesp	-	-	-	-	-	2	-	-	Metal Eye Special Disk
T	mflcan2	-	-	-	mouse	-	-	-	y	My Fair Lady CAN II. Elementary
T	mflcan3	-	-	-	mouse	-	-	-	y	My Fair Lady CAN III. Intermediate
T	mflcan4	-	-	-	mouse	-	-	-	y	My Fair Lady CAN IV. Advanced
T	mightmg3	-	-	-	mouse	-	-	-	y	Might and Magic III - Isles of Terra
T	mightmg4	-	-	-	mouse	-	-	-	y	Might and Magic - Clouds of Xeen
T	mightmg5	4M	gs	-	mouse	-	-	y	-	Might and Magic - Darkside of Xeen
T	mightmgw	4M	-	-	-	-	-	-	-	Might and Magic - World of Xeen
T	mirage	-	-	-	mouse	-	-	-	y	Mirage
T	mirage2	-	-	-	mouse	-	-	-	y	Mirage 2 - Torry, Neat & Roan Fairladies in MagicLand
T	mirrors	-	-	none	mouse	-	-	-	y	Mirrors
T	misato	-	-	-	pad	-	-	-	y	Misato-chan no Yume Nikki
T	mister	-	-	-	-	-	-	-	-	Mister - Meitantei Toujou
T	misty	-	-	-	-	-	-	-	-	Misty - Meitantei Toujou
T	misty2	-	-	-	-	-	-	-	-	Misty 2
T	mjdepon	-	-	-	mouse	-	-	-	y	Mahjong de Pon!
T	mjelegan	-	-	-	-	-	2	-	-	Mahjong Elegance
T	mjfant2	-	-	-	mouse	-	-	-	y	Mahjong Gensoukyoku II - Mahjong Fantasia
T	mjfant3	-	-	-	mouse	-	-	-	y	Mahjong Gensoukyoku III - Mahjong Fantasia the 3rd Stage
T	mjfantt	-	-	-	mouse	-	-	-	-	Mahjong Gensoukyoku / Mahjong Fantasia Taikenban
T	mjhtry	-	-	-	-	-	-	-	y	Mahjong Hou Tei Rao Yui
T	mjmusashi	-	-	-	-	-	-	-	-	Mahjong Musashi
T	mjripple	-	-	-	mouse	-	-	-	y	Mahjong Bishoujoden Ripple
T	mlenergy	-	-	-	mouse	-	-	-	y	Moonlight Energy
T	mmorph	-	-	-	-	-	-	-	-	Megamorph
T	mmorphd	-	-	-	-	-	-	-	-	Megamorph (demo)
T	mode7	-	-	-	-	-	-	-	-	Mode 7 Demo
T	moko	-	-	-	-	-	-	-	-	Moko - Dougen Zenji 750-kai Daionki Kinen
T	monkey	-	-	-	-	-	-	-	-	The Secret of Monkey Island
T	monkey2	-	-	-	mouse	-	-	-	y	Monkey Island 2 - LeChuck's Revenge
T	moonchan	-	-	-	mouse	-	-	-	y	Moonlight-chan Rinshan
T	morininki	-	-	-	-	-	-	-	-	Mirumiru Sagasu Konchuu Series Vol. 2 - Mori no Ninkimono - Jueki ni Atsumaru Mushi-tachi
T	moritas2	-	-	-	mouse	-	-	-	y	Morita Shougi II
T	mparadox	-	-	-	-	-	-	-	y	Mad Paradox
T	mplanet	-	-	-	mouse	-	-	-	y	Monster Planet 2255
T	msdet1	-	orig	-	-	marty	-	-	-	Ms. Detective File #1 - Iwami Ginzan Satsujin Jiken
T	msdet1m	-	orig	-	-	marty	-	-	-	Ms. Detective File #1 - Iwami Ginzan Satsujin Jiken (FM Towns Marty version)
T	msdet2	-	-	-	mouse	-	-	y	-	Ms. Detective File #2 - Sugata-naki Irainin
T	msdos31l24	-	-	-	-	-	-	-	-	Nihongo MS-DOS V3.1 L24
T	msdos31l36	-	-	-	-	-	-	-	-	Nihongo MS-DOS V3.1 L36 (Kihon Kinou)
T	msdos31l36p	-	-	-	-	-	-	-	-	Nihongo MS-DOS V3.1 L36+
T	msdos50	-	-	-	-	-	-	-	-	Nihongo MS-DOS V5.0 L10 (Kihon Kinou)
T	msdos50l22ap2	-	-	-	-	-	-	-	-	Nihongo MS-DOS V5.0 L22 A+2
T	msdos62	-	-	-	-	-	-	-	-	Nihongo MS-DOS V6.2 L10 (Kihon Kinou)
T	msdos62p3	-	-	-	-	-	-	-	-	Nihongo MS-DOS V6.2 L10 +3 (Kihon Kinou)
T	msjong	-	-	-	-	-	-	-	-	Mah-Saiko-Jong
T	mspectre	-	-	-	-	-	-	-	y	Megaspectre
T	mugenhoy	-	-	-	-	-	-	-	-	Mugen Houyou
T	mujintou	4M	-	-	mouse	-	-	-	y	Mujintou Monogatari
T	mumgoose	-	-	-	mouse	-	-	-	-	Mixed-Up Mother Goose
T	musicmac	-	-	-	mouse	-	-	-	y	Ed Bogas' Music Machine (HME-144A)
T	musicmaclt	-	-	-	-	-	-	-	-	Mr. Ed Bogas' Music Machine Lite (HMD-914A)
T	musicmaclto	-	-	-	-	-	-	-	-	Mr. Ed Bogas' Music Machine Lite (HMD-914)
T	musicmaco	-	-	-	mouse	-	-	-	y	Ed Bogas' Music Machine (HME-144)
T	musicpro	-	-	-	-	-	-	-	-	Music Pro-Towns v1.0 (1990-05-23)
T	musicpro13	-	-	-	-	-	-	-	-	Music Pro-Towns v1.3 (Naizou Ongenban)
T	musicpro13m	-	-	-	-	-	-	-	-	Music Pro-Towns v1.3 (MIDI Ongenban)
T	musicproo	-	-	-	-	-	-	-	-	Music Pro-Towns v1.0 (1989-08-28)
T	mustowns	-	-	-	mouse	-	-	-	y	Musium Towns
T	myeyes	-	-	-	mouse	-	-	-	y	My Eyes!
T	nadia	-	-	-	mouse	-	-	-	y	Fushigi no Umi no Nadia - The Secret of Blue Water
T	nandemo1	-	-	-	-	-	-	-	-	Oto to E no Deru Eigo Jisho No. 3 - Nandemo Illust Eigo Jiten
T	nandemo2	-	-	-	-	-	-	-	-	Oto to E no Deru Eigo Jisho No. 4 - Nandemo Illust Eigo Jiten Part 2
T	narumj	-	-	-	mouse	-	-	-	y	Naru Mahjong
T	ncrown1	-	-	-	-	-	-	-	-	Hyper Eigo Gakushuu System - New Crown English Series 1
T	ncrown2	-	-	-	-	-	-	-	-	Hyper Eigo Gakushuu System - New Crown English Series 2
T	necronom	-	-	-	mouse	-	-	-	y	Necronomicon
T	nemuyoru	-	-	-	mouse	-	-	-	-	Nemurenu Yoru no Chiisana Ohanashi
T	nevrland	-	-	-	mouse	-	-	-	y	Never Land
T	nhkeigo1	-	-	-	-	-	-	-	-	NHK Eigo de Asobo Vol. 1 - Daitanken! Hotel Galaxy
T	nhkeigo2	-	-	-	-	-	-	-	-	NHK Eigo de Asobo Vol. 2 - Bernard no Daibouken
T	nhkeigo3	-	-	-	-	-	-	-	-	NHK Eigo de Asobo Vol. 3 - Bernard no Amusement Park
T	nhkeikai	-	-	-	-	-	-	-	-	NHK Jissen Eikaiwa (HMC-120A)
T	nhkeikaim	-	-	-	-	-	-	-	-	NHK Jissen Eikaiwa (FM Towns Marty version)
T	nhkeikaio	-	-	-	-	-	-	-	-	NHK Jissen Eikaiwa (HMC-120)
T	nhkhitori	-	-	-	-	-	-	-	-	NHK Hitori de Dekiru Mon!
T	nhkzkei1	-	-	-	-	-	-	-	-	NHK Zoku Kiso Eigo - Dai-1-kan
T	nhkzkei2	-	-	-	-	-	-	-	-	NHK Zoku Kiso Eigo - Dai-2-kan
T	nhkzkei3	-	-	-	-	-	-	-	-	NHK Zoku Kiso Eigo - Dai-3-kan
T	nhorz2e1	-	-	-	mouse	-	-	-	-	CD Learning System II - New Horizon English Course 1
T	nhorz2e1m	-	-	-	mouse	-	-	-	-	CD Learning System II - New Horizon English Course 1 (FM Towns Marty version)
T	nhorz2e2	-	-	-	mouse	-	-	-	-	CD Learning System II - New Horizon English Course 2
T	nhorz2e3	-	-	-	-	-	-	-	-	CD Learning System II - New Horizon English Course 3
T	nhorz2e3m	-	-	-	-	-	-	-	-	CD Learning System II - New Horizon English Course 3 (FM Towns Marty version)
T	nihonch	-	-	-	-	-	-	-	-	Nihon no Chou
T	nihongo1	-	-	-	-	-	-	-	-	Nihongo Nyuumon Dai-1-kan - Fundamental Japanese
T	nihonmb1	-	-	-	-	-	-	-	-	Towns Hyper Chiiku Ehon - Nihon Mukashibanashi Vol. 1 - Momotarou / Saru toka ni
T	nihonmb2	-	-	-	-	-	-	-	-	Towns Hyper Chiiku Ehon - Nihon Mukashibanashi II - Omusubi Kororin / Usagi to Kame
T	nihonmb3	-	-	-	-	-	-	-	-	Towns Hyper Chiiku Ehon - Nihon Mukashibanashi Vol. 3 - Issunboushi / Kobutori Jiisan
T	nihonmb4	-	-	-	-	-	-	-	-	Towns Hyper Chiiku Ehon - Nihon Mukashibanashi Vol. 4 - Tsuru no Ongaeshi / Kachi Kachi Yama
T	nihonmb5	-	-	-	-	-	-	-	-	Towns Hyper Chiiku Ehon - Nihon Mukashibanashi Vol. 5 - Kintarou / Hanasaka Jiisan
T	nihonris	-	-	-	-	-	-	-	-	Nihon no Rekishi - Ishin-hen - Kurofune Raikou
T	nihonrisa	-	-	-	-	-	-	-	-	Nihon no Rekishi - Ishin-hen - Kurofune Raikou (alt)
T	nihonrki	-	-	-	-	-	-	-	-	Nihon no Rekishi - Kizoku-hen - Ouchou Bungaku
T	nihonrko	-	-	-	-	-	-	-	-	Nihon no Rekishi - Kodai-hen - Nihon Tanjou
T	nihonrse	-	-	-	-	-	-	-	-	Nihon no Rekishi - Sengoku-hen - Oda Nobunaga (HMB-124B)
T	nihonrseo	-	-	-	-	-	-	-	-	Nihon no Rekishi - Sengoku-hen - Oda Nobunaga (HMB-124)
T	nihonshi1	-	-	-	-	-	-	y	-	Game Nihonshi - Kakumeiji Oda Nobunaga
T	nihonshi2	-	-	-	-	-	-	-	-	Game Nihonshi - Tenkabito Hideyoshi to Ieyasu
T	nihonya	-	-	-	-	-	-	-	-	Nihon no Yachou
T	nihonyam	-	-	-	-	-	-	-	-	Nihon no Yachou (FM Towns Marty version)
T	nijiiro	-	-	-	mouse	-	-	-	-	Nijiiro Denshoku Musume
T	niko2	-	-	-	-	-	-	-	-	Niko²
T	ningytsu	-	-	-	-	-	-	-	y	Ningyou Tsukai
T	nkomaki	-	-	-	mouse	-	-	-	y	Naomi Komaki for Janis
T	nobubufu	-	-	-	mouse	-	-	y	-	Nobunaga no Yabou - Bushou Fuuunroku
T	nobuhao	-	-	-	mouse	-	-	y	-	Nobunaga no Yabou - Haouden
T	nobuseng	-	-	-	mouse	-	-	y	-	Nobunaga no Yabou - Sengoku Gun'yuuden
T	nobutens	-	-	-	mouse	-	-	y	-	Nobunaga no Yabou - Tenshouki
T	nonomura	-	-	-	mouse	-	-	-	-	Nonomura Byouin no Hitobito
T	noobow	-	-	-	-	-	-	-	-	Oshiete Noobow
T	nost1907	-	-	-	mouse	-	-	-	y	Nostalgia 1907 - In North Atlantic Sea
T	nova	-	-	-	mouse	-	-	-	y	Nova - Miirareta Shitai
T	noyama	-	-	-	mouse	-	-	-	-	Mirumiru Sagasu Konchuu Series Vol. 4 - Noyama no Kenchikuka
T	nsangel	-	-	-	mouse	-	-	y	-	Noushuku Angel 120%
T	nsouseki	-	-	-	-	-	-	-	-	Iwanami Bungakukan - Natsume Souseki
T	ntenki	-	-	-	-	-	-	-	-	Nihon no Tenki
T	ntotal2	-	-	-	mouse	-	-	-	-	Hyper Eigo Gakushuu System - New Total English 2
T	oasyswin	-	-	-	-	-	-	-	-	OASYS/Win v2.0
T	obaachan	-	-	-	mouse	-	-	-	-	Obaachan no Chiebukuro
T	ohpai	-	-	-	mouse	-	2	-	-	Oh! Pai
T	okitgear	-	-	-	mouse	-	-	-	-	Okiraku TownsGEAR
T	okuhoso	-	-	-	mouse	-	-	-	-	Hyper Oku no Hosomichi
T	okuman2	-	-	-	-	-	-	-	-	Okumanchouja II
T	ongaku56	-	-	-	-	-	-	-	-	FM Towns Shougaku Ongaku (5-6-nensei-you)
T	ongakyou	-	-	-	-	-	-	-	-	Musirou - Ongaku Kyoushitsu Ver. 2.0
T	onlyyou	-	-	-	-	-	-	-	-	Only You - Seikimatsu no Juliet-tachi
T	opwolf	-	-	-	mouse	-	-	-	-	Operation Wolf
T	oshaclub	-	-	-	mouse	-	-	-	y	Oshare Club
T	oshacoo2	-	-	-	-	-	-	-	-	Oshare Cooking II
T	oshacook	-	-	-	-	-	-	-	-	Oshare Cooking
T	ougonras	-	-	mouse	-	-	-	-	y	Toudou Ryuunosuke Tantei Nikki - Ougon no Rashinban - Shouyoumaru San Francisco Kouro Satsujin Jiken
T	pack13k	-	-	-	-	-	-	-	-	Pack 13000 Free Soft & Shareware
T	paipai	-	-	-	mouse	-	-	-	y	Moeru Asoko no Paipai Yuugi - Fukkatsu! Mahjong Oukoku
T	palamed	-	-	-	pad	-	-	-	-	Palamedes
T	panicbl2	-	-	-	-	-	2	-	y	Panic Ball II
T	panicbom	-	-	-	-	-	-	-	-	Bomberman - Panic Bomber
T	parapara	6M	gs	-	-	-	-	-	-	Para Para Paradise
T	paraparau	-	-	-	-	-	-	-	-	Para Para Paradise Update Disk
T	pegasus	4M	-	-	mouse	-	-	-	-	Pegasus V1.1 L10C
T	pegasusa	4M	-	-	mouse	-	-	-	-	Pegasus V1.1 L10A
T	pharmony	-	-	-	mouse	-	-	y	-	Planet Harmony
T	phobos	-	-	-	mouse	-	-	-	y	Phobos
T	planatkr	-	-	-	-	-	-	-	-	Planet Attacker
T	planedge	-	-	-	mouse	-	-	-	y	Planet's Edge
T	playroom	-	-	-	mouse	-	-	-	-	The Playroom
T	pleasure	-	-	-	-	-	-	-	-	Yuka Watanabe & Tomo Kawai - Pleasure
T	pmjgoku	-	-	-	-	-	-	-	y	Professional Mahjong Goku
T	pmonger	-	-	-	mouse	-	-	y	-	Powermonger
T	pocky	-	-	-	mouse	-	-	-	y	Pocky 1-2 + Ponyon
T	ponkan	-	-	-	mouse	-	-	-	y	Ponkan
T	ponyon	-	-	-	-	-	2	-	-	Ponyon
T	populous	-	-	-	mouse	-	-	-	y	Populous & The Promised Lands
T	populous2	-	-	-	mouse	-	-	-	y	Populous II - Trials of the Olympian Gods - Expert
T	postman	-	-	-	-	-	-	-	-	CRI Postman
T	powdoll	-	-	-	mouse	-	-	y	-	Power DoLLS
T	powdoll2	-	-	-	mouse	-	-	-	y	Power DoLLS 2
T	powdollsp	-	-	-	-	-	-	-	-	Power DoLLS S-Premium Disk
T	ppersia	-	-	-	-	-	-	-	y	Prince of Persia
T	ppersia2	-	-	-	-	-	-	-	y	Prince of Persia 2 - The Shadow and the Flame
T	premium	-	-	-	mouse	-	-	-	-	Premium
T	premium2	-	-	-	pad	-	-	-	-	Premium 2
T	presence	-	-	-	pad	-	-	-	y	Presence
T	present2	-	-	-	mouse	-	2	-	-	Present 2
T	prindang	4M	-	-	mouse	-	-	-	y	Princess Danger
T	prinmak2	-	-	-	mouse	-	-	-	y	Princess Maker 2
T	prostudg	-	-	-	mouse	-	-	y	-	Pro Student G (ALS-0004)
T	prostudgr	-	-	-	mouse	-	-	y	-	Pro Student G (ALS-0010)
T	provvdnz	-	-	-	-	-	-	-	y	Provvidenza - Legenda la Spada di Alfa
T	prvslave	-	-	-	mouse	-	-	y	-	Private Slave
T	psydet1	-	-	-	mouse	-	-	y	y	Psychic Detective Series Vol. 1 - Invitation - Kage kara no Shoutaijou
T	psydet1r	-	-	-	mouse	-	-	y	y	Psychic Detective Series Vol. 1 - Invitation (DCCS remake)
T	psydet2	-	-	-	mouse	-	-	y	y	Psychic Detective Series Vol. 2 - Memories
T	psydet2d	-	-	-	mouse	-	-	y	y	Psychic Detective Series Vol. 2 - Memories (demo)
T	psydet2r	-	-	-	mouse	-	-	y	y	Psychic Detective Series Vol. 2 - Memories (DCCS remake)
T	psydet3	4M	-	-	mouse	-	-	y	y	Psychic Detective Series Vol. 3 - Aya
T	psydet3r	4M	-	-	mouse	-	-	y	y	Psychic Detective Series Vol. 3 - Aya (DCCS remake)
T	psydet4	4M	-	-	mouse	-	-	y	-	Psychic Detective Series Vol. 4 - Orgel
T	psydet4d	4M	-	-	mouse	-	-	y	-	Psychic Detective Series Vol. 4 - Orgel (demo)
T	psydet4r	4M	-	-	mouse	-	-	y	-	Psychic Detective Series Vol. 4 - Orgel (DCCS remake)
T	psydet5	4M	-	-	mouse	-	-	y	-	Psychic Detective Series Vol. 5 - Nightmare
T	psydet5r	4M	-	-	mouse	-	-	y	-	Psychic Detective Series Vol. 5 - Nightmare (DCCS remake)
T	psydetf1	-	-	-	-	-	-	-	-	Psychic Detective Series Final - Solitude Joukan
T	psydetf2	-	-	-	-	-	-	-	-	Psychic Detective Series Final - Solitude Gekan
T	psydetf2d	-	-	-	-	-	-	-	-	Psychic Detective Series Final - Solitude Gekan (demo)
T	pulirula	-	-	-	-	-	-	-	-	Pu-Li-Ru-La
T	puplove2	-	-	-	-	-	-	-	y	Tom Snyder's Puppy Love 2
T	puyopuyo	-	-	-	-	-	-	-	-	Puyo Puyo
T	puzznic	-	-	-	-	-	-	-	y	Puzznic
T	pyokotan	-	-	-	-	-	-	-	-	Pyoko-tan no Chie Asobi Ehon - Nazo Nazo Meiro Daibouken
T	q2rom	-	-	-	mouse	-	-	-	-	Q² ROM Magazine Soukan-gou
T	quazzle	-	-	-	-	-	-	-	-	Quazzle
T	queencup	-	-	-	-	-	-	-	y	Gambler - Queen's Cup
T	quizban	-	-	-	mouse	-	-	-	-	Quiz Banchou
T	racrally	-	gs	mouse	-	-	-	-	-	RAC Rally
T	raiden	-	-	-	-	-	-	-	-	Raiden Densetsu / Raiden Trad
T	raidy	-	-	-	mouse	-	-	-	y	Ikazuchi no Senshi Raidy
T	raidy2	-	-	-	mouse	-	-	-	y	Ikazuchi no Senshi Raidy 2 (1996-08-01)
T	raidy2o	-	-	-	mouse	-	-	-	y	Ikazuchi no Senshi Raidy 2 (1996-03-11)
T	railtycn	-	-	-	mouse	-	-	y	-	Sid Meier's Railroad Tycoon
T	rance	-	-	-	pad	-	-	-	-	Rance - Hikari o Motomete
T	rance2	-	-	-	pad	-	-	-	-	Rance 2 - Hangyaku no Shoujo-tachi
T	rance2hint	-	-	-	pad	-	2	-	-	Rance 2 Hint Disk
T	rance3	-	-	-	-	-	-	-	y	Rance III - Leazas Kanraku
T	rance4	-	-	-	mouse	-	-	y	-	Rance IV - Kyoudan no Isan
T	rance41	-	-	-	-	-	-	-	-	Rance 4.1 - Okusuri Koujou o Sukue!
T	rance42	-	-	-	-	-	-	-	-	Rance 4.2 - Angel-gumi
T	rance4demo	-	-	-	-	-	-	-	-	Rance IV Demonstration Disk
T	rance4opt	-	-	-	-	-	-	-	-	Rance IV Option Disk
T	ravnloft	4M	gs	-	mouse	-	-	-	y	Ravenloft - Aku no Keshin
T	rayxanbr	-	-	-	-	-	-	-	-	Rayxanber
T	rbisland	-	-	-	-	-	-	-	-	Rainbow Islands - The Story of Bubble Bobble 2 - Extra Version
T	regpowr2	-	-	none	mouse	-	-	-	y	Regional Power II
T	reijou	4M	-	-	-	-	-	-	-	Reijou Monogatari
T	reira	-	-	-	-	-	-	-	-	Reira
T	rejectn	-	-	-	-	-	-	-	-	Rejection - Den-no Senshi
T	retzork	6M	-	-	-	-	-	-	-	Return to Zork
T	ringout	-	-	-	mouse	-	-	-	y	Ring Out!!
T	rinkan	-	-	-	mouse	-	-	-	y	Rinkan Gakkou
T	rks	-	-	-	-	-	-	-	-	Realtime Kaigi Simulator
T	rockrang	-	-	-	mouse	-	-	-	-	Rocket Ranger
T	royalbld	-	-	-	mouse	-	-	y	-	Royal Blood
T	rumstorm	-	gs	-	-	-	-	-	-	Rumstorm
T	rumuder	-	-	-	-	-	-	-	-	Rumuder
T	ryuutou	-	-	-	mouse	-	-	-	y	Ryuutouden
T	sa2	-	-	-	-	-	-	-	-	S. A. 2
T	sakumori	-	-	-	mouse	-	-	-	y	Sakura no Mori
T	sangoku2	-	-	-	mouse	-	-	y	-	Sangokushi II
T	sangoku3	-	-	-	mouse	-	-	y	-	Sangokushi III
T	sangoku4	-	-	-	mouse	-	-	y	-	Sangokushi IV
T	sargon5	-	gs	-	mouse	-	-	-	-	Sargon V - World Class Chess
T	sayaka	-	-	-	mouse	-	-	-	y	Sayaka + Miho
T	sayonara	-	-	-	mouse	-	-	-	y	Sayonara no Mukougawa
T	scav4	-	-	-	-	-	-	-	-	Scavenger 4 (HME-217B)
T	scav4a	-	-	-	-	-	-	-	-	Scavenger 4 (HME-217A)
T	scav4d	-	-	-	-	-	-	-	-	Scavenger 4 (demo)
T	scav4o	-	-	-	-	-	-	-	-	Scavenger 4 (HME-217)
T	scholar	-	-	-	mouse	-	-	y	-	Scholar Movie Magazine Soukan-gou
T	schwarz4	-	-	-	mouse	-	-	y	-	Schwarzschild IV - The Cradle End
T	schwarzs	-	-	-	mouse	-	-	y	y	Schwarzschild
T	scruisr2	-	-	-	-	-	-	y	-	Star Cruiser II - The Odysseus Project
T	secre1	-	-	-	mouse	-	-	-	y	Secre Volume I - Naoko Iijima
T	secre2	-	-	-	mouse	-	-	-	y	Secre Volume 2 - Mai Oikawa
T	secre3	-	-	-	mouse	-	-	-	y	Secre Volume 3 - Fumie Hosokawa
T	secre4	-	-	-	mouse	-	-	-	y	Secre Volume 4 - Hitomi Fujisaki
T	secre5	-	-	-	mouse	-	-	-	y	Secre Volume 5 - Tina Gushiken
T	secre6	-	-	-	mouse	-	-	-	y	Secre Volume 6 - Reiko Kato
T	secre7	-	-	-	mouse	-	-	-	y	Secre Volume 7 - Reiko Chiba
T	secredemo	-	-	-	-	-	-	-	-	Secre Demo Disk
T	sekigaha	-	-	-	mouse	-	-	-	y	Sekigahara
T	sekohan	-	-	-	-	-	-	-	-	Towns Hyper Ehon VII - Sekai no Ohanashi - Alice in Wonderland / Ali Baba and Forty Thieves
T	sensangl	-	-	-	mouse	-	-	y	-	Sensual Angels
T	setsuju	-	-	-	mouse	-	2	-	-	Setsujuu - Yuganda Kioku
T	sgamers3	-	-	-	-	-	-	-	-	Sadistic Gamers Part-3 - Telephone Play
T	sgamers5	-	-	-	-	-	-	-	-	Sadistic Gamers Part-5 - Burusera Play
T	sgamerss1	-	-	-	-	-	-	-	-	Sadistic Gamers Syndrome - Episode I
T	shamhat	-	orig	-	-	marty	-	y	-	Shamhat - The Holy Circlet
T	shamhatm	-	orig	-	-	marty	-	y	-	Shamhat - The Holy Circlet (FM Towns Marty version)
T	shanghai	-	-	-	mouse	-	-	-	y	Shanghai
T	shangrl	-	-	-	-	-	2	-	-	Shangrlia
T	shangrl2	-	-	-	mouse	-	-	-	y	Shangrlia 2
T	shangrl2sp	-	-	-	-	-	2	-	-	Shangrlia 2 Special Disk
T	sherlock	-	-	-	-	-	-	-	-	Sherlock Holmes - Consulting Detective
